permutation|time
(3, 1, 4, 2, 0)|0:00:15.738002
(3, 1, 4, 2, 0)|0:00:15.643000
(3, 1, 4, 2, 0)|0:00:15.723028
(3, 1, 4, 2, 0)|0:00:15.705000
(3, 2, 0, 1, 4)|0:00:14.608003
(3, 2, 0, 1, 4)|0:00:14.540022
(3, 2, 0, 1, 4)|0:00:14.588000
(3, 2, 0, 1, 4)|0:00:14.519999
(3, 2, 0, 1, 4)|0:00:14.541001
(3, 2, 0, 1, 4)|0:00:14.523000
(3, 2, 0, 1, 4)|0:00:14.626000
(3, 2, 0, 1, 4)|0:00:14.513999
(3, 2, 0, 1, 4)|0:00:14.478255
(3, 2, 0, 1, 4)|0:00:14.530000
(3, 2, 0, 1, 4)|0:00:14.592982
(3, 2, 0, 1, 4)|0:00:14.548000
(3, 2, 0, 1, 4)|0:00:14.553999
(3, 2, 0, 1, 4)|0:00:14.599999
(3, 2, 0, 1, 4)|0:00:14.520000
(3, 2, 0, 1, 4)|0:00:14.581000
(3, 2, 0, 1, 4)|0:00:14.451001
(3, 2, 0, 1, 4)|0:00:14.465992
(3, 2, 0, 1, 4)|0:00:14.720001
(3, 2, 0, 1, 4)|0:00:14.530999
(3, 2, 0, 4, 1)|0:00:22.894000
(3, 2, 0, 4, 1)|0:00:23.060001
(3, 2, 0, 4, 1)|0:00:22.884000
(3, 2, 0, 4, 1)|0:00:22.827026
(3, 2, 0, 4, 1)|0:00:22.931001
(3, 2, 0, 4, 1)|0:00:22.819028
(3, 2, 0, 4, 1)|0:00:22.897000
(3, 2, 0, 4, 1)|0:00:22.948999
(3, 2, 0, 4, 1)|0:00:22.903000
(3, 2, 0, 4, 1)|0:00:22.980097
(3, 2, 0, 4, 1)|0:00:22.897001
(3, 2, 0, 4, 1)|0:00:22.831000
(3, 2, 0, 4, 1)|0:00:22.836999
(3, 2, 0, 4, 1)|0:00:22.876998
(3, 2, 0, 4, 1)|0:00:22.999999
(3, 2, 0, 4, 1)|0:00:22.834000
(3, 2, 0, 4, 1)|0:00:22.858000
(3, 2, 0, 4, 1)|0:00:22.952998
(3, 2, 0, 4, 1)|0:00:22.855001
(3, 2, 0, 4, 1)|0:00:22.877001
(3, 2, 1, 0, 4)|0:00:19.808000
(3, 2, 1, 0, 4)|0:00:19.797514
(3, 2, 1, 0, 4)|0:00:19.797001
(3, 2, 1, 0, 4)|0:00:19.754000
(3, 2, 1, 0, 4)|0:00:19.673000
(3, 2, 1, 0, 4)|0:00:19.881001
(3, 2, 1, 0, 4)|0:00:19.705000
(3, 2, 1, 0, 4)|0:00:19.747510
(3, 2, 1, 0, 4)|0:00:19.757540
(3, 2, 1, 0, 4)|0:00:19.717999
(3, 2, 1, 0, 4)|0:00:19.793810
(3, 2, 1, 0, 4)|0:00:19.804998
(3, 2, 1, 0, 4)|0:00:19.710002
(3, 2, 1, 0, 4)|0:00:19.753999
(3, 2, 1, 0, 4)|0:00:19.776706
(3, 2, 1, 0, 4)|0:00:19.771000
(3, 2, 1, 0, 4)|0:00:19.755000
(3, 2, 1, 0, 4)|0:00:19.785000
(3, 2, 1, 0, 4)|0:00:19.800999
(3, 2, 1, 0, 4)|0:00:19.861003
(3, 2, 1, 4, 0)|0:00:15.796999
(3, 2, 1, 4, 0)|0:00:15.785000
(3, 2, 1, 4, 0)|0:00:15.761001
(3, 2, 1, 4, 0)|0:00:15.712000
(3, 2, 1, 4, 0)|0:00:15.976000
(3, 2, 1, 4, 0)|0:00:15.754000
(3, 2, 1, 4, 0)|0:00:15.695001
(3, 2, 1, 4, 0)|0:00:15.681001
(3, 2, 1, 4, 0)|0:00:15.801001
(3, 2, 1, 4, 0)|0:00:15.756001
(3, 2, 1, 4, 0)|0:00:15.750000
(3, 2, 1, 4, 0)|0:00:15.683999
(3, 2, 1, 4, 0)|0:00:15.825000
(3, 2, 1, 4, 0)|0:00:15.741999
(3, 2, 1, 4, 0)|0:00:15.773404
(3, 2, 1, 4, 0)|0:00:15.787015
(3, 2, 1, 4, 0)|0:00:15.709000
(3, 2, 1, 4, 0)|0:00:15.730681
(3, 2, 1, 4, 0)|0:00:15.787000
(3, 2, 1, 4, 0)|0:00:15.851204
(3, 2, 4, 0, 1)|0:00:18.769000
(3, 2, 4, 0, 1)|0:00:18.744000
(3, 2, 4, 0, 1)|0:00:18.830002
(3, 2, 4, 0, 1)|0:00:18.818998
(3, 2, 4, 0, 1)|0:00:18.785001
(3, 2, 4, 0, 1)|0:00:18.883000
(3, 2, 4, 0, 1)|0:00:18.826000
(3, 2, 4, 0, 1)|0:00:18.781000
(3, 2, 4, 0, 1)|0:00:18.766999
(3, 2, 4, 0, 1)|0:00:18.916000
(3, 2, 4, 0, 1)|0:00:18.778998
(3, 2, 4, 0, 1)|0:00:18.802001
(3, 2, 4, 0, 1)|0:00:18.835000
(3, 2, 4, 0, 1)|0:00:18.846999
(3, 2, 4, 0, 1)|0:00:18.865117
(3, 2, 4, 0, 1)|0:00:18.849027
(3, 2, 4, 0, 1)|0:00:18.834000
(3, 2, 4, 0, 1)|0:00:18.840000
(3, 2, 4, 0, 1)|0:00:18.938002
(3, 2, 4, 0, 1)|0:00:18.847017
(3, 2, 4, 1, 0)|0:00:24.356000
(3, 2, 4, 1, 0)|0:00:24.881983
(3, 2, 4, 1, 0)|0:00:24.268001
(3, 2, 4, 1, 0)|0:00:24.344996
(3, 2, 4, 1, 0)|0:00:24.102000
(3, 2, 4, 1, 0)|0:00:24.209000
(3, 2, 4, 1, 0)|0:00:24.130000
(3, 2, 4, 1, 0)|0:00:24.030999
(3, 2, 4, 1, 0)|0:00:24.188001
(3, 2, 4, 1, 0)|0:00:24.454029
(3, 2, 4, 1, 0)|0:00:24.019002
(3, 2, 4, 1, 0)|0:00:24.428020
(3, 2, 4, 1, 0)|0:00:23.954001
(3, 2, 4, 1, 0)|0:00:24.097001
(3, 2, 4, 1, 0)|0:00:23.927170
(3, 2, 4, 1, 0)|0:00:23.980480
(3, 2, 4, 1, 0)|0:00:24.132000
(3, 2, 4, 1, 0)|0:00:24.009001
(3, 2, 4, 1, 0)|0:00:24.178322
(3, 2, 4, 1, 0)|0:00:24.077001
(3, 4, 0, 1, 2)|0:00:19.935000
(3, 4, 0, 1, 2)|0:00:20.086001
(3, 4, 0, 1, 2)|0:00:20.021596
(3, 4, 0, 1, 2)|0:00:19.982000
(3, 4, 0, 1, 2)|0:00:20.003001
(3, 4, 0, 1, 2)|0:00:19.959999
(3, 4, 0, 1, 2)|0:00:20.010998
(3, 4, 0, 1, 2)|0:00:19.997022
(3, 4, 0, 1, 2)|0:00:19.835999
(3, 4, 0, 1, 2)|0:00:19.897000
(3, 4, 0, 1, 2)|0:00:20.021002
(3, 4, 0, 1, 2)|0:00:19.982000
(3, 4, 0, 1, 2)|0:00:19.968000
(3, 4, 0, 1, 2)|0:00:19.915000
(3, 4, 0, 1, 2)|0:00:19.925999
(3, 4, 0, 1, 2)|0:00:20.034111
(3, 4, 0, 1, 2)|0:00:20.153000
(3, 4, 0, 1, 2)|0:00:19.950001
(3, 4, 0, 1, 2)|0:00:20.170000
(3, 4, 0, 1, 2)|0:00:20.022000
(3, 4, 0, 2, 1)|0:00:19.995000
(3, 4, 0, 2, 1)|0:00:20.004000
(3, 4, 0, 2, 1)|0:00:19.950023
(3, 4, 0, 2, 1)|0:00:19.929999
(3, 4, 0, 2, 1)|0:00:19.941999
(3, 4, 0, 2, 1)|0:00:19.933999
(3, 4, 0, 2, 1)|0:00:19.918001
(3, 4, 0, 2, 1)|0:00:19.930000
(3, 4, 0, 2, 1)|0:00:19.978596
(3, 4, 0, 2, 1)|0:00:19.912999
(3, 4, 0, 2, 1)|0:00:20.015000
(3, 4, 0, 2, 1)|0:00:19.957000
(3, 4, 0, 2, 1)|0:00:20.022001
(3, 4, 0, 2, 1)|0:00:20.151966
(3, 4, 0, 2, 1)|0:00:19.951219
(3, 4, 0, 2, 1)|0:00:20.009000
(3, 4, 0, 2, 1)|0:00:20.102033
(3, 4, 0, 2, 1)|0:00:19.957001
(3, 4, 0, 2, 1)|0:00:19.922000
(3, 4, 0, 2, 1)|0:00:19.982000
(3, 4, 1, 0, 2)|0:00:25.041111
(3, 4, 1, 0, 2)|0:00:25.097999
(3, 4, 1, 0, 2)|0:00:25.032000
(3, 4, 1, 0, 2)|0:00:24.980983
(3, 4, 1, 0, 2)|0:00:25.080001
(3, 4, 1, 0, 2)|0:00:25.004000
(3, 4, 1, 0, 2)|0:00:25.008000
(3, 4, 1, 0, 2)|0:00:24.936999
(3, 4, 1, 0, 2)|0:00:25.025000
(3, 4, 1, 0, 2)|0:00:25.025001
(3, 4, 1, 0, 2)|0:00:24.906031
(3, 4, 1, 0, 2)|0:00:25.087000
(3, 4, 1, 0, 2)|0:00:24.947001
(3, 4, 1, 0, 2)|0:00:25.075984
(3, 4, 1, 0, 2)|0:00:25.183001
(3, 4, 1, 0, 2)|0:00:25.027000
(3, 4, 1, 0, 2)|0:00:25.111999
(3, 4, 1, 0, 2)|0:00:25.045000
(3, 4, 1, 0, 2)|0:00:25.119550
(3, 4, 1, 0, 2)|0:00:25.403265
(3, 4, 1, 2, 0)|0:00:24.093001
(3, 4, 1, 2, 0)|0:00:24.113999
(3, 4, 1, 2, 0)|0:00:24.014551
(3, 4, 1, 2, 0)|0:00:24.057999
(3, 4, 1, 2, 0)|0:00:24.014111
(3, 4, 1, 2, 0)|0:00:23.999002
(3, 4, 1, 2, 0)|0:00:24.057512
(3, 4, 1, 2, 0)|0:00:24.196001
(3, 4, 1, 2, 0)|0:00:24.062000
(3, 4, 1, 2, 0)|0:00:24.049112
(3, 4, 1, 2, 0)|0:00:24.332014
(3, 4, 1, 2, 0)|0:00:24.105000
(3, 4, 1, 2, 0)|0:00:24.108000
(3, 4, 1, 2, 0)|0:00:24.043000
(3, 4, 1, 2, 0)|0:00:24.045026
(3, 4, 1, 2, 0)|0:00:24.050026
(3, 4, 1, 2, 0)|0:00:24.030000
(3, 4, 1, 2, 0)|0:00:23.970000
(3, 4, 1, 2, 0)|0:00:24.130026
(3, 4, 1, 2, 0)|0:00:23.967001
(3, 4, 2, 0, 1)|0:00:18.795999
(3, 4, 2, 0, 1)|0:00:18.888028
(3, 4, 2, 0, 1)|0:00:18.837000
(3, 4, 2, 0, 1)|0:00:18.969002
(3, 4, 2, 0, 1)|0:00:18.845027
(3, 4, 2, 0, 1)|0:00:18.849055
(3, 4, 2, 0, 1)|0:00:18.880000
(3, 4, 2, 0, 1)|0:00:18.878002
(3, 4, 2, 0, 1)|0:00:18.873000
(3, 4, 2, 0, 1)|0:00:18.997000
(3, 4, 2, 0, 1)|0:00:18.976027
(3, 4, 2, 0, 1)|0:00:18.782999
(3, 4, 2, 0, 1)|0:00:18.817999
(3, 4, 2, 0, 1)|0:00:18.790002
(3, 4, 2, 0, 1)|0:00:18.812997
(3, 4, 2, 0, 1)|0:00:18.829026
(3, 4, 2, 0, 1)|0:00:18.899999
(3, 4, 2, 0, 1)|0:00:18.774000
(3, 4, 2, 0, 1)|0:00:18.837000
(3, 4, 2, 0, 1)|0:00:18.890997
(3, 4, 2, 1, 0)|0:00:24.053999
(3, 4, 2, 1, 0)|0:00:24.041016
(3, 4, 2, 1, 0)|0:00:24.119000
(3, 4, 2, 1, 0)|0:00:23.945000
(3, 4, 2, 1, 0)|0:00:24.133001
(3, 4, 2, 1, 0)|0:00:23.955027
(3, 4, 2, 1, 0)|0:00:23.977000
(3, 4, 2, 1, 0)|0:00:24.138000
(3, 4, 2, 1, 0)|0:00:24.046998
(3, 4, 2, 1, 0)|0:00:24.074027
(3, 4, 2, 1, 0)|0:00:24.051001
(3, 4, 2, 1, 0)|0:00:24.511025
(3, 4, 2, 1, 0)|0:00:24.120000
(3, 4, 2, 1, 0)|0:00:24.023001
(3, 4, 2, 1, 0)|0:00:24.220000
(3, 4, 2, 1, 0)|0:00:24.049047
(3, 4, 2, 1, 0)|0:00:23.936000
(3, 4, 2, 1, 0)|0:00:24.057002
(3, 4, 2, 1, 0)|0:00:23.943000
(3, 4, 2, 1, 0)|0:00:24.042000
(4, 0, 1, 2, 3)|0:00:19.311742
(4, 0, 1, 2, 3)|0:00:19.255025
(4, 0, 1, 2, 3)|0:00:19.343026
(4, 0, 1, 2, 3)|0:00:19.251027
(4, 0, 1, 2, 3)|0:00:19.241000
(4, 0, 1, 2, 3)|0:00:19.336558
(4, 0, 1, 2, 3)|0:00:19.250001
(4, 0, 1, 2, 3)|0:00:19.303027
(4, 0, 1, 2, 3)|0:00:19.403026
(4, 0, 1, 2, 3)|0:00:19.316001
(4, 0, 1, 2, 3)|0:00:19.323999
(4, 0, 1, 2, 3)|0:00:19.342002
(4, 0, 1, 2, 3)|0:00:19.264001
(4, 0, 1, 2, 3)|0:00:19.282000
(4, 0, 1, 2, 3)|0:00:19.334000
(4, 0, 1, 2, 3)|0:00:19.334002
(4, 0, 1, 2, 3)|0:00:19.289917
(4, 0, 1, 2, 3)|0:00:19.182001
(4, 0, 1, 2, 3)|0:00:19.296000
(4, 0, 1, 2, 3)|0:00:19.220001
(4, 0, 1, 3, 2)|0:00:19.210998
(4, 0, 1, 3, 2)|0:00:19.287000
(4, 0, 1, 3, 2)|0:00:19.376141
(4, 0, 1, 3, 2)|0:00:19.664024
(4, 0, 1, 3, 2)|0:00:19.457000
(4, 0, 1, 3, 2)|0:00:19.334999
(4, 0, 1, 3, 2)|0:00:19.331999
(4, 0, 1, 3, 2)|0:00:19.580000
(4, 0, 1, 3, 2)|0:00:19.390999
(4, 0, 1, 3, 2)|0:00:19.230001
(4, 0, 1, 3, 2)|0:00:19.347000
(4, 0, 1, 3, 2)|0:00:19.306001
(4, 0, 1, 3, 2)|0:00:19.234000
(4, 0, 1, 3, 2)|0:00:19.397998
(4, 0, 1, 3, 2)|0:00:19.265000
(4, 0, 1, 3, 2)|0:00:19.487000
(4, 0, 1, 3, 2)|0:00:19.311000
(4, 0, 1, 3, 2)|0:00:19.304001
(4, 0, 1, 3, 2)|0:00:19.248001
(4, 0, 1, 3, 2)|0:00:19.324999
(4, 0, 2, 1, 3)|0:00:19.259000
(4, 0, 2, 1, 3)|0:00:19.345001
(4, 0, 2, 1, 3)|0:00:19.366999
(4, 0, 2, 1, 3)|0:00:19.284999
(4, 0, 2, 1, 3)|0:00:19.260001
(4, 0, 2, 1, 3)|0:00:19.401000
(4, 0, 2, 1, 3)|0:00:19.357001
(4, 0, 2, 1, 3)|0:00:19.248999
(4, 0, 2, 1, 3)|0:00:19.351001
(4, 0, 2, 1, 3)|0:00:19.262404
(4, 0, 2, 1, 3)|0:00:19.284000
(4, 0, 2, 1, 3)|0:00:19.335028
(4, 0, 2, 1, 3)|0:00:19.333025
(4, 0, 2, 1, 3)|0:00:19.316000
(4, 0, 2, 1, 3)|0:00:19.358003
(4, 0, 2, 1, 3)|0:00:19.248022
(4, 0, 2, 1, 3)|0:00:19.299511
(4, 0, 2, 1, 3)|0:00:19.276001
(4, 0, 2, 1, 3)|0:00:19.274999
(4, 0, 2, 1, 3)|0:00:19.171001
(4, 0, 2, 3, 1)|0:00:19.907508
(4, 0, 2, 3, 1)|0:00:19.938998
(4, 0, 2, 3, 1)|0:00:19.905000
(4, 0, 2, 3, 1)|0:00:19.961999
(4, 0, 2, 3, 1)|0:00:19.932000
(4, 0, 2, 3, 1)|0:00:19.951000
(4, 0, 2, 3, 1)|0:00:19.940000
(4, 0, 2, 3, 1)|0:00:19.926000
(4, 0, 2, 3, 1)|0:00:19.875998
(4, 0, 2, 3, 1)|0:00:20.024000
(4, 0, 2, 3, 1)|0:00:19.941000
(4, 0, 2, 3, 1)|0:00:19.872000
(4, 0, 2, 3, 1)|0:00:19.965002
(4, 0, 2, 3, 1)|0:00:19.932000
(4, 0, 2, 3, 1)|0:00:19.934999
(4, 0, 2, 3, 1)|0:00:19.929791
(4, 0, 2, 3, 1)|0:00:19.995000
(4, 0, 2, 3, 1)|0:00:19.920999
(4, 0, 2, 3, 1)|0:00:19.979999
(4, 0, 2, 3, 1)|0:00:19.925001
(4, 0, 3, 1, 2)|0:00:20.043998
(4, 0, 3, 1, 2)|0:00:20.006999
(4, 0, 3, 1, 2)|0:00:19.871999
(4, 0, 3, 1, 2)|0:00:19.961000
(4, 0, 3, 1, 2)|0:00:19.956000
(4, 0, 3, 1, 2)|0:00:19.960999
(4, 0, 3, 1, 2)|0:00:19.915510
(4, 0, 3, 1, 2)|0:00:20.002998
(4, 0, 3, 1, 2)|0:00:19.919001
(4, 0, 3, 1, 2)|0:00:19.910027
(4, 0, 3, 1, 2)|0:00:20.890000
(4, 0, 3, 1, 2)|0:00:20.981000
(4, 0, 3, 1, 2)|0:00:24.686000
(4, 0, 3, 1, 2)|0:00:20.825996
(4, 0, 3, 1, 2)|0:00:19.956138
(4, 0, 3, 1, 2)|0:00:20.007001
(4, 0, 3, 1, 2)|0:00:20.102999
(4, 0, 3, 1, 2)|0:00:20.067998
(4, 0, 3, 1, 2)|0:00:20.029125
(4, 0, 3, 1, 2)|0:00:20.130012
(4, 0, 3, 2, 1)|0:00:20.081028
(4, 0, 3, 2, 1)|0:00:19.974000
(4, 0, 3, 2, 1)|0:00:20.011776
(4, 0, 3, 2, 1)|0:00:20.158002
(4, 0, 3, 2, 1)|0:00:19.988000
(4, 0, 3, 2, 1)|0:00:22.868040
(4, 0, 3, 2, 1)|0:00:25.022030
(4, 0, 3, 2, 1)|0:00:24.761016
(4, 0, 3, 2, 1)|0:00:20.462999
(4, 0, 3, 2, 1)|0:00:20.130533
(4, 0, 3, 2, 1)|0:00:20.073000
(4, 0, 3, 2, 1)|0:00:19.998001
(4, 0, 3, 2, 1)|0:00:19.982999
(4, 0, 3, 2, 1)|0:00:20.081000
(4, 0, 3, 2, 1)|0:00:19.967000
(4, 0, 3, 2, 1)|0:00:19.971027
(4, 0, 3, 2, 1)|0:00:20.003022
(4, 0, 3, 2, 1)|0:00:19.934514
(4, 0, 3, 2, 1)|0:00:19.926000
(4, 0, 3, 2, 1)|0:00:20.021511
(4, 1, 0, 2, 3)|0:00:24.449513
(4, 1, 0, 2, 3)|0:00:24.621998
(4, 1, 0, 2, 3)|0:00:24.563003
(4, 1, 0, 2, 3)|0:00:24.689000
(4, 1, 0, 2, 3)|0:00:24.548002
(4, 1, 0, 2, 3)|0:00:24.543999
(4, 1, 0, 2, 3)|0:00:24.605000
(4, 1, 0, 2, 3)|0:00:24.534000
(4, 1, 0, 2, 3)|0:00:24.610000
(4, 1, 0, 2, 3)|0:00:24.656000
(4, 1, 0, 2, 3)|0:00:24.481000
(4, 1, 0, 2, 3)|0:00:24.614000
(4, 1, 0, 2, 3)|0:00:24.482001
(4, 1, 0, 2, 3)|0:00:24.544002
(4, 1, 0, 2, 3)|0:00:24.703511
(4, 1, 0, 2, 3)|0:00:24.451001
(4, 1, 0, 2, 3)|0:00:24.542002
(4, 1, 0, 2, 3)|0:00:24.531000
(4, 1, 0, 2, 3)|0:00:24.618999
(4, 1, 0, 2, 3)|0:00:24.511510
(4, 1, 0, 3, 2)|0:00:24.494000
(4, 1, 0, 3, 2)|0:00:24.603000
(4, 1, 0, 3, 2)|0:00:24.555000
(4, 1, 0, 3, 2)|0:00:24.591113
(4, 1, 0, 3, 2)|0:00:24.465021
(4, 1, 0, 3, 2)|0:00:24.477000
(4, 1, 0, 3, 2)|0:00:24.494000
(4, 1, 0, 3, 2)|0:00:24.496000
(4, 1, 0, 3, 2)|0:00:24.497998
(4, 1, 0, 3, 2)|0:00:24.392998
(4, 1, 0, 3, 2)|0:00:25.112001
(4, 1, 0, 3, 2)|0:00:24.500000
(4, 1, 0, 3, 2)|0:00:24.401026
(4, 1, 0, 3, 2)|0:00:24.573000
(4, 1, 0, 3, 2)|0:00:24.395000
(4, 1, 0, 3, 2)|0:00:24.457001
(4, 1, 0, 3, 2)|0:00:24.492999
(4, 1, 0, 3, 2)|0:00:24.366999
(4, 1, 0, 3, 2)|0:00:24.487000
(4, 1, 0, 3, 2)|0:00:24.705000
(4, 1, 2, 0, 3)|0:00:23.327000
(4, 1, 2, 0, 3)|0:00:23.311000
(4, 1, 2, 0, 3)|0:00:23.252999
(4, 1, 2, 0, 3)|0:00:23.404000
(4, 1, 2, 0, 3)|0:00:23.321002
(4, 1, 2, 0, 3)|0:00:23.370002
(4, 1, 2, 0, 3)|0:00:23.277000
(4, 1, 2, 0, 3)|0:00:23.333003
(4, 1, 2, 0, 3)|0:00:23.374001
(4, 1, 2, 0, 3)|0:00:23.289226
(4, 1, 2, 0, 3)|0:00:23.499000
(4, 1, 2, 0, 3)|0:00:23.386000
(4, 1, 2, 0, 3)|0:00:23.275000
(4, 1, 2, 0, 3)|0:00:23.417000
(4, 1, 2, 0, 3)|0:00:23.368027
(4, 1, 2, 0, 3)|0:00:23.456029
(4, 1, 2, 0, 3)|0:00:23.839140
(4, 1, 2, 0, 3)|0:00:23.322999
(4, 1, 2, 0, 3)|0:00:23.144999
(4, 1, 2, 0, 3)|0:00:23.056000
(4, 1, 2, 3, 0)|0:00:22.938002
(4, 1, 2, 3, 0)|0:00:22.927001
(4, 1, 2, 3, 0)|0:00:22.714163
(4, 1, 2, 3, 0)|0:00:23.000001
(4, 1, 2, 3, 0)|0:00:22.633001
(4, 1, 2, 3, 0)|0:00:22.597000
(4, 1, 2, 3, 0)|0:00:22.813510
(4, 1, 2, 3, 0)|0:00:22.781000
(4, 1, 2, 3, 0)|0:00:22.466000
(4, 1, 2, 3, 0)|0:00:22.462000
(4, 1, 2, 3, 0)|0:00:22.347001
(4, 1, 2, 3, 0)|0:00:22.344001
(4, 1, 2, 3, 0)|0:00:22.385003
(4, 1, 2, 3, 0)|0:00:22.245000
(4, 1, 2, 3, 0)|0:00:22.371999
(4, 1, 2, 3, 0)|0:00:22.273110
(4, 1, 2, 3, 0)|0:00:22.352000
(4, 1, 2, 3, 0)|0:00:22.431014
(4, 1, 2, 3, 0)|0:00:22.186000
(4, 1, 2, 3, 0)|0:00:22.308001
(4, 1, 3, 0, 2)|0:00:23.311999
(4, 1, 3, 0, 2)|0:00:23.268000
(4, 1, 3, 0, 2)|0:00:23.373001
(4, 1, 3, 0, 2)|0:00:23.402998
(4, 1, 3, 0, 2)|0:00:23.273001
(4, 1, 3, 0, 2)|0:00:23.290130
(4, 1, 3, 0, 2)|0:00:23.268211
(4, 1, 3, 0, 2)|0:00:23.323017
(4, 1, 3, 0, 2)|0:00:23.259000
(4, 1, 3, 0, 2)|0:00:23.294000
(4, 1, 3, 0, 2)|0:00:23.225000
(4, 1, 3, 0, 2)|0:00:23.160000
(4, 1, 3, 0, 2)|0:00:23.224001
(4, 1, 3, 0, 2)|0:00:23.181000
(4, 1, 3, 0, 2)|0:00:23.227000
(4, 1, 3, 0, 2)|0:00:23.276001
(4, 1, 3, 0, 2)|0:00:23.207000
(4, 1, 3, 0, 2)|0:00:23.277001
(4, 1, 3, 0, 2)|0:00:23.154001
(4, 1, 3, 0, 2)|0:00:23.247001
(4, 1, 3, 2, 0)|0:00:22.126998
(4, 1, 3, 2, 0)|0:00:22.159091
(4, 1, 3, 2, 0)|0:00:22.142000
(4, 1, 3, 2, 0)|0:00:22.178999
(4, 1, 3, 2, 0)|0:00:22.128999
(4, 1, 3, 2, 0)|0:00:22.181002
(4, 1, 3, 2, 0)|0:00:22.032513
(4, 1, 3, 2, 0)|0:00:22.158999
(4, 1, 3, 2, 0)|0:00:22.098999
(4, 1, 3, 2, 0)|0:00:22.100000
(4, 1, 3, 2, 0)|0:00:22.164001
(4, 1, 3, 2, 0)|0:00:22.076509
(4, 1, 3, 2, 0)|0:00:22.088003
(4, 1, 3, 2, 0)|0:00:22.088001
(4, 1, 3, 2, 0)|0:00:22.072999
(4, 1, 3, 2, 0)|0:00:22.100000
(4, 1, 3, 2, 0)|0:00:22.269002
(4, 1, 3, 2, 0)|0:00:22.148000
(4, 1, 3, 2, 0)|0:00:22.165000
(4, 1, 3, 2, 0)|0:00:22.118999
(4, 2, 0, 1, 3)|0:00:16.984637
(4, 2, 0, 1, 3)|0:00:17.058186
(4, 2, 0, 1, 3)|0:00:17.068001
(4, 2, 0, 1, 3)|0:00:17.030000
(4, 2, 0, 1, 3)|0:00:17.080000
(4, 2, 0, 1, 3)|0:00:17.189001
(4, 2, 0, 1, 3)|0:00:17.095999
(4, 2, 0, 1, 3)|0:00:17.027001
(4, 2, 0, 1, 3)|0:00:17.173001
(4, 2, 0, 1, 3)|0:00:17.144000
(4, 2, 0, 1, 3)|0:00:17.210000
(4, 2, 0, 1, 3)|0:00:17.269983
(4, 2, 0, 1, 3)|0:00:17.289999
(4, 2, 0, 1, 3)|0:00:17.319999
(4, 2, 0, 1, 3)|0:00:17.317000
(4, 2, 0, 1, 3)|0:00:17.442000
(4, 2, 0, 1, 3)|0:00:17.313002
(4, 2, 0, 1, 3)|0:00:17.312999
(4, 2, 0, 1, 3)|0:00:17.458000
(4, 2, 0, 1, 3)|0:00:17.468999
(4, 2, 0, 3, 1)|0:00:18.172999
(4, 2, 0, 3, 1)|0:00:18.199999
(4, 2, 0, 3, 1)|0:00:18.349015
(4, 2, 0, 3, 1)|0:00:18.353030
(4, 2, 0, 3, 1)|0:00:18.382999
(4, 2, 0, 3, 1)|0:00:18.373999
(4, 2, 0, 3, 1)|0:00:18.331001
(4, 2, 0, 3, 1)|0:00:18.325000
(4, 2, 0, 3, 1)|0:00:18.391000
(4, 2, 0, 3, 1)|0:00:18.383003
(4, 2, 0, 3, 1)|0:00:18.398019
(4, 2, 0, 3, 1)|0:00:18.402000
(4, 2, 0, 3, 1)|0:00:18.374000
(4, 2, 0, 3, 1)|0:00:18.384114
(4, 2, 0, 3, 1)|0:00:18.404002
(4, 2, 0, 3, 1)|0:00:18.436001
(4, 2, 0, 3, 1)|0:00:18.380000
(4, 2, 0, 3, 1)|0:00:18.350002
(4, 2, 0, 3, 1)|0:00:18.484000
(4, 2, 0, 3, 1)|0:00:18.445000
(4, 2, 1, 0, 3)|0:00:22.946000
(4, 2, 1, 0, 3)|0:00:22.935552
(4, 2, 1, 0, 3)|0:00:23.012000
(4, 2, 1, 0, 3)|0:00:23.026001
(4, 2, 1, 0, 3)|0:00:23.163003
(4, 2, 1, 0, 3)|0:00:23.013988
(4, 2, 1, 0, 3)|0:00:23.097999
(4, 2, 1, 0, 3)|0:00:23.015999
(4, 2, 1, 0, 3)|0:00:23.093028
(4, 2, 1, 0, 3)|0:00:23.034000
(4, 2, 1, 0, 3)|0:00:22.956020
(4, 2, 1, 0, 3)|0:00:22.921000
(4, 2, 1, 0, 3)|0:00:22.952001
(4, 2, 1, 0, 3)|0:00:22.974000
(4, 2, 1, 0, 3)|0:00:23.047787
(4, 2, 1, 0, 3)|0:00:23.056001
(4, 2, 1, 0, 3)|0:00:23.270001
(4, 2, 1, 0, 3)|0:00:23.118003
(4, 2, 1, 0, 3)|0:00:23.104000
(4, 2, 1, 0, 3)|0:00:23.223069
(4, 2, 1, 3, 0)|0:00:23.085999
(4, 2, 1, 3, 0)|0:00:23.068001
(4, 2, 1, 3, 0)|0:00:23.097000
(4, 2, 1, 3, 0)|0:00:23.084512
(4, 2, 1, 3, 0)|0:00:23.144000
(4, 2, 1, 3, 0)|0:00:23.076000
(4, 2, 1, 3, 0)|0:00:23.160512
(4, 2, 1, 3, 0)|0:00:23.048001
(4, 2, 1, 3, 0)|0:00:23.200115
(4, 2, 1, 3, 0)|0:00:23.248123
(4, 2, 1, 3, 0)|0:00:23.152028
(4, 2, 1, 3, 0)|0:00:23.159001
(4, 2, 1, 3, 0)|0:00:23.257001
(4, 2, 1, 3, 0)|0:00:23.211999
(4, 2, 1, 3, 0)|0:00:23.161511
